Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1076240740.74074,1107155555.55556
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.467,71.572
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.13389585645192,5.18737424547284
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2057066666.66667,2102534000
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.357,73.445
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.96759758949451,2.9935660169221
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,652206037.103874
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.614,79.983
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,884329629.62963,910766666.666667
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.128,72.835
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.39644380277543,2.24066943692577
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,32333780383.2924,32338079165.2893
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.681,65.876
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.515971084018811,0.511922936509227
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,3996198866.57453,4016040575.08796
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.553,72.242
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.61542154063819,4.42581305045302
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,555455371487.089,533879529188.454
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5585365853659,83.109756097561
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.52974394445168,3.40159396635064
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,725568717468.001,721369112726.724
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7536585365854,83.9048780487805
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.40214372735655,4.35860986463416
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,21496337948.9175,22600896342.9399
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.145,71.822
Syrian Arab Republic,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.46394362975738,1.33545948848982
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,7765000282.26569,8300813889.60795
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.353,70.867
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.887070870578997,0.960233171179232
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,57003712892.0858,61026731925.9213
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.535,66.989
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.206899782120787,0.249877326981355
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,506754208404.485,543976691793.886
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.662,78.975
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.71842785188273,3.84904375698898
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1566157200,2027034000
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.017,68.268
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.404249333317484,0.482334951008952
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,7029215766.46367,6992654019.28876
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.244,60.901
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.272149541444365,0.296284380597868
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,488906838.594866,512053692.078675
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.779,70.871
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.27627199239182,1.53881335099237
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,24569079488.3913,23775754304.6652
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.802,74.228
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.8054055634678,11.3130322937192
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,42686580020.8322,41905540184.424
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.95,75.993
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.59976480429423,2.57649522620126
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,778972199727.859,761005946788.221
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.563,77.832
Turkiye,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.08691958023764,4.82896105858795
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,40765428571.4286,45232857142.8571
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.796,69.002
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.4397215133356,10.2675361537537
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1113178000,1197415000
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.443,75.326
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,48015259.8751356,54123198.5662913
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.212,64.278
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.809940174873447,0.812340270171595
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,32927025619.6795,35348155095.4215
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.714,62.991
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.14131143398732,0.138373161893107
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,130891088293.55,153883047509.577
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5826829268293,71.8273170731707
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.15986834270536,3.93365253612705
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,427049432149.345,417989721734.494
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.627,79.726
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,19.060949529489,20.1533448325312
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2871340347581.79,2851407164907.81
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2560975609756,81.4048780487805
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.42512840439105,5.17584247261224
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,20533057312000,21380976119000
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6390243902439,78.7878048780488
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.2225180998504,14.6733807134556
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,65203071817.9812,62048585618.505
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.611,77.508
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.91001452564632,1.98538155745128
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,52870108217.2949,60283503705.3907
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.149,71.344
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.42032279304893,3.50466269708326
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,914736985.430944,936526267.622513
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.795,69.877
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.597044043350443,0.548284516629216
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,..,..
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.979,72.161
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.36396145291438,3.71059907013341
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,310106478394.659,334365270496.667
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.976,74.093
Viet Nam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.01471126646524,3.56784836932601
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,3923000000,4121000000
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.5195121951219,79.6682926829268
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,16276600000,17133500000
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.793,75.241
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,21606160777.1719,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.575,65.092
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.36861354015115,0.354864476911382
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,26311507273.6735,23308667781.2258
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.342,62.793
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.440527424110472,0.414336363523101
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,34156069918.0609,21832234921.1762
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.414,61.292
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.73543480467685,0.663338328142275
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 12/19/2023,,,,,
